dialog_key,context,response
WOWIKI-018666,"Do you remember the show Friends?
I could never forget it, it ran ten seasons in the late 90s, right in my childhood years.
Those guy were hilarious.I never missed an episode.
It certainly had a talented cast, with people like Jennifer Aniston, Matt Perry, and Lisa Kudrow among others.
Jennifer Aniston was my favorite.She is still nowadays but I feel in love with her watching Friends
She's a great actress for sure. It's hard to imagine the show was originally titled Insomnia Cafe, it sounds so out of place.
Friends received acclaim throughout its run, becoming one of the most popular television shows of all time.
It was extremely popular for sure, the series finale was seen by 52.5 million people, that's insane!
I bet it was very popular",Surprisingly it didn't reach the top spot on the TV season ratings until the 8th season.
METALW-019902,"Hello how may I help you?
When is The Day of the Big Ants playing near me?
I checked your local theatres, and it is playing tonight at two times, 7:15 and 10:45.
What theaters is it playing at?
It is playing at the Coronado Theatre.
Is that the only times it is playing or are there any showtimes during the day?
That is the only time today. Is there another day you would like me to check for you?
Can you check for tomorrow?
Tomorrow it will be playing at the MegaPlex at 10:00 AM, 1:00 PM, 3:30 PM, and 6:00 PM.
Okay, thank you!",You are welcome. Enjoy the show!
CORMOV-078523,"Well, that MISTAKE is sitting in your spot, Woody.",Have you been replaced?
MOVDIC-044408,"It's not a problem, it's a hiccup. It won't affect our schedule that much. I want to talk about you, not the job. How are you doing?","Tess, I've got to call you back."
CMUDOG-000680,"My daughter wanted to see it, but we never did.
apparently The Moors is a magical forest realm bordering a human kingdom. MAleficent is its protector
Oh, so Aurora is part of this story too. I could see Elle Fanning being a good Aurora. Oh, okay, that makes sense.
II'm intrigued.  I enjoy ""dark fantasy""
Me too. You mentioned there might be a sequal?
I believe so
Oh, wow, this is a very different ending. I like it. It's not all about the prince and the princess.
So why does this Stef
an fellow betray Maleficent?. I am trying to understand his motivation
Maybe because she is becoming close to Aurora? Not getting it either.
Seems like so much trouble could have been avoided if he had just acted normally",And he winds up dead because of it. Geez. Nice chatting with you.
DECODE-000838,"im looking at building a casino, with hotels, restaurants and a retail shoping center
ooo when did casinos start being developed?
in the early 1900s.  some casinos are known for hosting living entertainment events suchs as boxing, stand-up, concerts
nice. what other coool fact can you tell me about casinos?
in the 19th century, the term casino came to include other buildings where pleasurable activities took place, such as edifices
oh wow i didnt know that. where are a lot of casinos located?
the las vegas gaming industry deals with a lot of casinos
oh yeah that's right, at least that is what movies and video games tell us!",It's not like that however. There are barely any casinos in Las Vegas.
TPCCHT-006849,hi . do you watch the nba at all ?,"being from akron , i watch the cavs . i guess judge judy is the highest paid celebrity , after lebron ."
MPATHY-022870,I found some really cool things going through old boxes the other day.,O yeah? What did you find?
MOVDIC-013860,"She stands there, waiting.
So...what's new?
Nothing much.
Where have you been?",On vacation.
TPCCHT-009238,"hi . do you enjoy riding horses ? apparently the horse evolved over the past 45 - 55 million years from a small multi toed creature !
wow thats crazy ! you ' re right theyve been around for a long time , humans first started domesticating them back in 4000bc
wow surprising . there are even feral populations of horses but most consider the prezewalski horse the only true wild breed .
thats interesting , also interesting that clint eastwood was allergic to horses , he rode so many in his career
oh wow that would make work tough ! highschool students once got suspended for riding their horses to school !
lol thats funny , i love dalmations and i always wondered by they were associated with firehouses , i guess they would calm the horses down back when firehouses used horses
yeah that is interesting . i wonder if they calm the icelandic horses who actually have a fifth speed in addition to the 4 that traditional horses have .
wow thats cool , the extra speed is called the tolt , i wonder why other horses can ' t move at that speed ?
yeah good question . i always thought it was funny how horses are afraid of birds . birds are so small and light - their bones are even hollow !",that is crazy ! birdsare delicious btw i just ate some chicken ! its amazing that they range in size from 5cm to almost 3 meters !
HOLLED-004144,"What do you think about the movie?
I think it was mostly boring.","Good, irrelevant and dull movie, I agree! the only positives are the legendary actors in this movie."
MOVDIC-033340,"Come on in here now. Now, you stand right over here, by the tree. Right there, and don't move, don't move. I hear 'em now, George, it's a miracle! It's a miracle!
Come in, Uncle Billy! Everybody! In here!",Isn't it wonderful?
